text,x,y
"Due to the #coronavirus...
- All paid and in-store services at @Sephora are suspended. 
- Retail workers are encouraging customers to not try on Apple Watches and AirPods 
- @Starbucks is modifying its store features including limited seating
https://t.co/BVLUxb4Euj",9.915882,4.0713725
"It is completely racist and ignorant to avoid Chinese restaurants because of #Covid_19?
PR: https://t.co/xW7dyTBQbB",10.248261,-1.4243767
"Was at my till and a customer saw the bottle of sanitiser that work put on the till for the staff and said ""How come YOU have some when there's none in the store?!"" So they want #Retail staff to get ill so long as they have sanitiser #coronavirus",6.2401648,0.87765926
Thank goodness I was able to get to the grocery store this morning...#Covid_19,8.130491,1.7697629
"My question, will Ohio ask feds for permission to suspend discontinuance of #SNAP or #Medicaid until #coronavirus crisis has passed + what can Ohio do to expedite processing new applications for these programs as people lose jobs #SocialDistancing",11.921092,2.1868184
"Irish people: if the Italian experience is anything to go by, retailers have been preparing for this for days. Think and DON'T STOCKPILE. Supermarkets over here continue to be supplied with everything we need. Crowding into supermarkets is counterproductive and speads #COVID19 https://t.co/5AOMTRja9S",8.744862,-1.3108343
"@LuciferThought @_andreiaaaa My partner takes immunosuppressive medication, so shes in a high-risk pool of people. I did stock up on food, mostly to make her feel less nervous about the chaos Trump has created over Covid 19.",10.903098,1.103943
"There is a lot of stress out there.
As I discovered popping out for a pint of milk from the local supermarket

#Covid_19 #COVID19 #COVID?19 #CoronavirusPandemic #CoronaVirusUpdate #coronavirus #BREAKING #breakingnews",8.535969,1.0244797
"Judging by the supermarket shelves across a lot of countries..........it looks like last months #bekind has been replaced by ""fuck everybody else""

#keyboardwarriors
#bekind #fuckeverybodyelse
#Covid_19",8.26449,0.853568
"Nothing like a panic in the supermarket. My lord worlds gone mad #CancelEverything 
#Covid_19 #dunnes https://t.co/Tls7GfBdlM",8.670764,0.6122394
Went out to Lowes and Grocery store today. People are not wiping their carts or cleaning their hands. America will suffer badly from Corona because we have too many idiots! #Covid_19  #CoronavirusPandemic #CoronaVirusUpdate #CoronaOutbreak #CoronaVirusUpdate,8.35984,2.1320753
"With this COVID-19 of staying home, predictions: 1- in 9 months another baby boom 2- Netflix will love it 3- Online shopping booming ???",9.016439,5.807203
This would kill the virus without impacting the economy as economy pretty much on pause. Rationing stock piles food would surely be feasible for two weeks #Covid_19,8.217504,3.4432347
"Another day, another supermarket shelf cleared out of toilet paper. #Covid_19 #Coles #Wendouree https://t.co/11cmHOKTyZ",6.9937305,-0.641573
"?? Israeli police is screening people before entering into supermarkets. Israelis started to panic buy food. 

#Israel  #Covid_19  #pandenic https://t.co/EagFghS2dN",9.341546,0.35063025
"@RepDougCollins @realDonaldTrump @POTUS Quit throwing money at the stock market and use those dollars to take care of actual people: more testing; sick leave, free testing, food assistance for those self-quarantining or ill.
#coronavirus
#gopshouldast",7.5000386,3.3112705
Just arrived at the supermarket for my weekly shop ~ people are still streaming out clutching just toilet paper ? They do realise that you can wash your bum but you cant eat bog roll #ToiletPaperApocalypse #panicbuyers #Covid_19,7.1202664,-0.7325255
"Don't get caught in quarantine without emergenchy food and supplies. Stock up on these #CoronavirusPandemic essentials:

&gt;&gt; https://t.co/QELo4Ww0AX

#ThursdayMotivation #thursdaymorning #thursdayvibes #coronavirus #COVID19",11.168223,1.8644841
At a Grocery store standing around with a few dozen of my new best friends. #Covid_19 issue. Who knows. https://t.co/kQWK5RFJ2A,7.9306655,1.6997404
My region has gone into absolute panic mode #CoronavirusPandemic Make sure youre stocked up on food because the shelves are clearing out fast! #Covid_19 #COVD19 #CoronaOutbreak,9.231997,0.48578542
"Preparing for #coronavirus  spreading
?Vit C : boost up immunity bef infected
?Food: as seen in China. Ppl're panic for sure but at last food is enough. 
?Personal Medicine: for avoiding to  go to ?
?Netflix

#COVID19 #Covid_19 #CoronaOutbreak #lockdown #CoronavirusPandemic https://t.co/JjNsQKQZ0L",10.200983,1.7911514
Consumer expert Amy Davis is explaining your chances of getting your money back if you decide not to keep your plans due to coronavirus concerns. https://t.co/bbwTDbO7n8 #kprc2 #click2houston #coronavirus https://t.co/yAETit2LRn,7.874847,5.252163
"#Covid_19 is pandemic, in Nigeria, the economy is heading for a crash. Solution - Nigerians should brace up for tough times. Ruling elites continue their profligacy. And we pray for higher oil prices. Shikenan.",6.486191,4.1665425
"How are these corner shops increasing prices for hand sanitizers, Hand wash etc due to the shortage because of the #coronavirus #Covid_19 ? Can Sainsbury restock their stuff because chileeeeeee https://t.co/1aUUIwhEhE",5.8345337,1.4722816
"6. How can you prevent catching #coronavirus? 

?? Wash your hands.
?? Cover your coughs.
?? If you're an older Kansan, consider delaying any vacations and limit trips to the grocery store or public spaces.
?? Stay home if you're sick.",10.55291,2.4456866
"Shops have now sold out of nappies and baby food!  Seriously, why are people stock piling nappies and baby food?? #Covid_19 #completemuppetts",10.685444,-0.047963243
Some parents stock up on food... my parents started stocking up on gin #Covid_19 https://t.co/tPmHblcPWn,11.201459,0.06886913
"My approach to the covid-19 lockdown in Norway is a bit different than everyone else's apparently. They're stocking up on food. 
I bought paint and went to the library to stock up on books for the kids. Sadly, the library had also closed down due to #coronavirus.",10.180314,2.8129523
so is this #coronavirus a serious thing now? ? cause I need to know if I need to stock up on food ?????,11.175198,0.938178
Our partner Michael Thomas spoke with the @khaleejtimes on #retail out-of-stocks and a surge in #online orders for pharmacies and restaurants. More on #COVID19 and the impact on the Middle East:  https://t.co/uHFhGMCEwI #coronavirus,7.6856017,4.106
"To all the plebs out lining the supermarket needlessly panic buying, it will only harm the most vulnerable who don't have what they need there when they go to get it. No need for stockpiling. #Covid_19",9.618856,0.3917099
"Dont underestimate role of nurses &amp; their impact on delaying #Covid_19 even outside of the healthcare setting - my nurse mom (@My4daughtersSue) is out here eavesdropping in the grocery store, the roofers at her house, etc and dispelling rumors #Nurses2020 #CoronavirusPandemic",10.507352,2.8405218
"@nolansclontarf Will you provide a grocery delivery service to elderly people who cannot travel to your store for their shopping? #Covid_19
#CoronavirusPandemic",11.242727,3.2425978
"If your concerned about the virus heres a little thought - 

when your in your local supermarket(or large outdoor shop ) were they serve hundreds if not thousands of customers a day the odds of coming into contact with someone who has it are far greater #ShopSmall
 #Covid_19",9.814203,2.2547402
"Italians are really struggling with #Covid_19 outbreak, only the smooth penne is left on supermarket shelves ? https://t.co/gHq1SH7IcL",8.742124,-1.5430806
"#Globalwebindex did some research on #Covid_19 .  This was one of the more interesting stats.    

Theres strong consumer support for digital health appointments; 60% would consider using them if available, and only about 15% rule them out.",8.600512,3.8576436
Check out my latest blog about how our work place is changing it also includes lots of Home decor Tips &amp; Tricks &amp; Resources! https://t.co/dLxXSSZ5ar https://t.co/Gs8lW4PmuI,10.651829,2.3159769
"Only China can do this, gratitude education to thank the premier for his performance against #coronavirus or re-education camps to prevent radicalisation. Just like their consumer products, I really hope the virus dies quickly too!",10.187144,-1.4941473
"Corona ? sales have dropped 30% since the outbreak of covid-19. Many people wont eat Chinese food because the virus originated in China. If you financially can, go out and purchase those items to support especially local ppl, or just buy stock since its so low right now too.",10.366409,-1.34314
"Supermarket was unusually busy last night... Manager said people are taking advantage of the ""space"". Probably as a precautionary measure.
#Covid_19",9.1160145,1.7861286
"Guess what Im still doing today? My life. Still going for a bike ride on this 60° day. Still running errands to the grocery store &amp; library. Still going into work, where I come in contact with over 500 ppl per shift. Still ordering off the menu at the local restaurant. #Covid_19",8.7479315,2.1424348
Online shopping getting new records? #coronavirus,9.7095585,5.2408266
"Sri Lankans: Let me panic stockpile groceries at the supermarket because of the #coronavirus
Also Sri Lankans: Let's go to the big match #COVID19 #Covid_19 #lka",8.394755,0.5078167
"Its begun. Supermarket packed, shelves emptying: no toilet roll, alcohol or hand sanitizer.
This is the third week Ive bought heavy so I think Ill be all right but tough to tell with so many still in denial #Covid_19 #Vermont",9.006521,0.60452145
"The biopolitics of COVID-19: $1.5 trillion for the stock market; no testing, paid sick leave, food aid, eviction bans, enhanced unemployment insurance, or any other measure to help everyone else",7.375949,3.8490849
"Fourth supermarket my partner and I tried today. #Notoiletpaper 

Sadly, I could really do with some now ??

#Covid_19 #COVID2019uk #COVID19 https://t.co/dnmBJcAkPF",8.294915,1.3708597
"We're here to help answer your #consumer questions on many topics including: #PriceGouging, #travel insurance, and #scams. 

Call us at (800) 593-822 or visit our website for more info: https://t.co/5vMplCckWY 

#Coronavirus #COVID19 https://t.co/Rs91w043PX",7.8784175,5.0486035
"The #WalkingDead has taught me 1) no evidence that having stock piles of hand sanitizers or toilet paper are a benefit 2) Get FOOD &amp; WATER 3) Get FirstAid Kit &amp; medications 4) get a good sharp machete (zombies ????)

Honestly folks, wash your hands &amp; have common sense! #Coronavirus https://t.co/OdyOAhObZU",7.0387163,-0.5678822
with this #coronavirus i be tellin my mom to stock up on canned food meanwhile she outhere sayin we still got food at home  got the whole fridgerator lookin like this https://t.co/0WQRaNOqXL,11.304144,0.51833284
"In light of the recent COVID-19 updates, we encourage everyone to stay at home and avoid crowded places. Stock up on food and necessities but do not panic buy. Wash your hands thoroughly and do not touch your face, https://t.co/p0iEtrURea",10.273809,1.9635258
"@SkyNews @BorisJohnson If you are at home do online shopping what you need, Ring to Dr where ever you will what. If need any medication order online. If you are wrong with payment ring to government, social protection. #Covid_19",10.696858,2.5064662
"Ordering pizza and compulsive online shopping is my new recipe to deal the anxiety of thinking constantly to my dear ones facing a pandemic crisis while I'm stuck in a country miles away from them.
The anguish is real.
#coronavirus
#Covid_19 #lockdown #COVD19 #fuorisede",9.845226,4.875556
"Whenever $2000 prepper food kits are out of stock at Costco, I start to get worried. #Covid_19",10.938798,-0.286068
Dear Everyone: go buy some of Neils awesome images. He had a bunch of jobs cancel on him because of the covid-19 apocalypse but we can support him with online shopping! ? https://t.co/fomr0dbGAv,9.605993,4.760132
"Just a little reminder that workers are not responsible for the prices, majority of the time its the suppliers that hike them up, trust me its not our idea to be charging people 8 for sanitisers and 2 for masks
sincerely,
everyone working in pharmacy x
#Covid_19",5.704521,2.293478
"@realDonaldTrump @senatemajldr Dear Leader, great job with your speech last night- my supermarket has no toilet paper this morning. Seriously. No toilet paper.  #RepublicanDumFuks #Covid_19",6.9993434,-0.3191545
We have to take care of each other. If you are younger/healthy and have family or neighbors who are in high risk categories for death caused by #COVID2019 call them and see if they need to stock up on food or other items. We need to do our part to care for our communities.,11.4065895,2.5009544
"Unusually long lines in my neighborhood supermarket in New Hyde Park, NY for a Thursday night. It appears people are panic buying. 
I see fully loaded grocery carts lined up! Whats going on? #Covid_19 #pandemic https://t.co/1IQ4czjTbB",8.767002,1.283323
"@EU_Consumer @EurostarUK @Eurostar @WHO @EU_Commission However, in the case of #Eurostar , there is no #flexibility since a #monopoly exists. The @WHO declared this a pandemic, yet #eurostar expects you to travel as normal conditions of carriage apply. I ",8.5088825,-1.4831871
My dad told me to stock up on food in case we get quarantined..4 days later and I already ate it all. Oops ? #Covid_19,11.076587,0.8679847
"The World Health Organization has announced that dogs cannot contract Covid-19. Dogs previously held in quarantine can now be released. To be clear, WHO let the dogs out.",11.415132,-1.0287838
"Well folks, sellers on Ebay are starting to gouge prices for hand sanitizer. I just snapped these 2 products as examples. Contact Ebay to complain. If it's happening in your state, contact your Attorney General.  #Covid_19 #pricegouging 
#ThursdayThoughts https://t.co/1u0No7rXMl",5.711386,1.3321536
"@JosephForecast Generally, I never want more than a dusting.  But -- a) since going out is something WA people seem to not be allowed to do (that's what it feels like, anyway), and b) if snow will kill the covid-19 virus, I say, bring it on.  But, give me",10.118909,2.0285337
"I never believed that I would need to fill out a form, and have approval from the police, to give me permission to go to the supermarket. It's very surreal. It is now a penal crime to flout this law.#Covid_19 #italylockdown https://t.co/RX7Yo4mGLm",8.521908,-1.5359573
"Logic from a 6 year old..  Mom, why dont these people stock up on food, cause you wont really need toilet paper if you have nothing to eat ?????? #coronavirus #COVID19",7.4229565,-1.1576606
"In the wake of the global turmoil &amp; the crisis of the #COVID_19, financial markets, especially bitcoin prices have fallen #sharply. Apps such as #WhatsApp &amp; #Linkup with associated #Blockchain wallet can be used as balance weight for #BTC.
@linkupfounders 
@LinkupFr 
@LinkupRus https://t.co/J7QUgut0di",7.065517,4.747211
"Grocery store observation: People staying home will be: Eating bread, pasta &amp; sauce, canned soup, mac &amp; cheese, ramen noodles; Drinking milk, wine &amp; bottled water; Washing hands &amp; using alcohol sanitizer; Spraying &amp; wiping everything; Pooping  - lots &amp; lots of pooping. #Covid_19",10.384026,1.6221206
"You know whats great to do when youre in the grocery store shopping for the apocalypse? Stand more than 2 inches from the person youre in line behind! Its really wonderful. Everyone should try it. Perhaps even 12 inches! Or 36! Go crazy, the worlds ending! #coronavirus",8.614003,1.8523217
Genuinely concerned about fellow retail workers and myself. Has ANYONE heard about mall/plaza/store closings? The amount of ppl and money I come in contact with every single day is gross. Go buy your shoes online. My health isnt worth your retail therapy #coronavirus,9.6829195,3.733686
@julianborger You can get a flu shot at the grocery store without your personal physician. Why not a #COVID2019 test?,8.455805,3.4299393
Stock markets in freefall today due to #Covid_19 fears. Shares in Irish agri-food companies are down across the board. Kerry shares have fallen below 100 and Glanbia now down below 10 @farmersjournal #CoronavirusPandemic #COVID19ireland https://t.co/JjftteyQGe,6.845103,4.511272
"On the Tonight Show they showed a queue of people in a supermarket with full trollies and one of the trollies had a case of Corona in it ?
#TonightVMTV
#Covid_19",8.141449,1.2607388
Time to stock up on food and at least 5 kegs ?? #coronavirus,11.344967,0.7524466
When can I start stock piling weapons &amp; tin food? #Covid_19,11.14085,0.3474481
"Hygiene tip: if you need to go to the supermarket, instead of paying with a card and signing with the pen that everyone else in the market has touched, use @Apple Pay. I'm using it exclusively in an abundance of caution.

#Covid_19 #coronavirus #imbecomingagermophobe",9.469811,4.6732993
"#Coronavirus has #Boomers stocking their Doomsday bunker while #Millenials are online shopping for bathing suits for their 5 island trip they just booked on Spirit for $120.
#CoronaVirusUpdate
#CoronavirusPandemic",9.148938,4.3742666
The new decorum in the grocery store. One person per aisle at a time please.  #Covid_19,8.11386,1.6310853
"1. A well-stocked supermarket.
2. The same supermarket just 2 minutes later.

Shopping is like a military operation at the minute.
#sainsburys #Aldi #morrisons #panicbuying #panicbuyinguk #CoronavirusPandemic #Covid_19 #coronavirusinUK https://t.co/hzRHmLf217",8.968068,0.8229861
These are the shelves of and ordinary and normally well stocked supermarket #Berlin #Germany #hamsterkauf #coronadeutschland #Covid_19 https://t.co/ndQ7pYYcP8,9.408533,1.1496875
"Stock up on canned food, bottled water, matches, flashlights, and other supplies NOW.

Contagion will only get worse. They will close down stores. #Coronavirus #COVID19 #PublicHealth",10.420679,2.3838475
Thank god for the #Covid_19 because the gas prices are going down. Its like a big tax break according to Herr Trump. Hooray.,6.439787,3.9617712
"#Coronavirus Scare..
People say bye bye to Chinese food ..
Guests demand traditional wazwan instead of Manchurian, Friedrice, chowmin etc. etc.",10.267545,-1.4199423
When you have to stock up on food because of the #CoronaVirus but you're broke https://t.co/srOAbqF6Or,11.377078,0.7480059
"pls keep calm as we navigate this crisis. were all scared and youre not helping anyone by pushing people at the grocery store, ramming your cart with all the food you can fit, and leaving nothing for the rest. we either survive this together or our humanity doesnt. #coronavirus",9.291047,1.046722
Attention knowledge workers and the those tempted with the cheap travel prices https://t.co/ORvsjZWY6U #Covid_19 #Corona  #CoronavirusUSA,7.227385,5.4889774
".@LME_news #metals , #CrudeOil prices down 5%  as #USA  puts #europetravelban . @WHO labelled #Covid_19 a pandemic. Fiscal stimulus by several central banks has failed to soothe fears . #global #manufacturing , #industrial , #aviation hit. #commodity",6.7818384,3.9945254
Sadly true. We allowed our domestic manufacturing capacity to atrophy because it was cheaper &amp; more efficient to have it made abroad. #Covid_19 is exposing this in the medical field. But this dangerous supply chain deficiency extends to dozens of other critical industries. https://t.co/eSl9xUTAEi,7.782999,4.010402
"How things shift in a few hrs! Things get real in T.O. as schools to shut down, big events cancelled.. and my brother just called from the local grocery store where there are massive line ups &amp; frayed tempers

Take care all, and let's do what we can to help each other! #Covid_19",10.025942,2.8015244
Went to the grocery store for a few things I actually need and find the TP aisle empty but funny how the fuckin soap aisle is full.. #CoronavirusPandemic #Covid_19 #CoronaVirusUpdate #stupidfuckinpeople #panicbuying,6.3850036,0.05719045
"Now that @GovernorVA has declared a state of emergency VA's price gouging protections are now in effect. If you see any exceptionally high prices for #coronavirus necessities let my office know. Price gouging will not be tolerated in VA

Learn more here?
https://t.co/3NfOD5zOYY",7.673787,4.953493
"The Coronavirus has Gen X and Baby Boomers stocking up on hand soap &amp; toilet paper, meanwhile college students are online bargain shopping flights and cruises for spring break.
#Covid_19 #CoronavirusPandemic  #CoronaVirusUpdate  #CoronaOutbreak #springbreak2020  #SpringBreak",7.5888386,-0.10856278
"That's how you can find and update the availability of stock for essentials like toilet paper,sanitisers in your neighborhood. Support the community via @getmarkk 

Maps via @Mapbox
#Covid_19 #Covid19usa 
https://t.co/c73OThxHRF https://t.co/ONaYyA2N81",9.005893,-0.68347925
"Please ppl, I just want to do my normal evening food shopping, I dont want to queue for 30m+ just to get a bread and a can of corn, its not a zombie apocalypse we dont need to stock up on long life milk, and tins of fish...#coronavirus #panickbuyinguk #panic #panicbuyinguk",10.293515,-0.4899304
#COVID19 #coronavirus Somebody should do a survey of members of Congress and ask them if they think hand sanitizer is easy to find at the local drug store or grocery store.,5.8803883,1.0528334
Ok grocery store no toilet paper and Target just a few packs no big deal am not panicking just making light of the situation here! #covid_19 #cov?d19 #virus #toiletpaper #toilet @target #survival #dontpanic #nocrowds #staystrong #poopless https://t.co/i9J1t5GN5H,6.9768076,-0.52547497
"Get concise Vision, Mission and Value Statements for your brand at affordable prices
#LOONA 
#Covid_19 
#ThursdayMotivation 
#TrumptheWorstPresidentEVER 
https://t.co/UToxZ1qHaZ",5.7114787,2.9101837
"One of our elderly non Muslim neighbours is disabled and is unable to get out.

My family ordered their shopping online.

The Quran takes it as axiomatic that a society is judged by the way it treats the most vulnerable: the very young and the very old.

#coronavirus #COVID19.",11.271626,3.2567139
"@FoxNews @MSNBC @CNN 

Trump added $1 trillion to stock market today to save his campaign
Just think how many COVID-19 tests, sick leave,unemployment checks,food stamps&amp; hospital treatments that could have paid for
Shows you what trump&amp; GO",7.22738,3.5658484
Today was like if we didnt start the fire was a day.,8.907715,1.804917
"#StockMarketCrash2020 #Covid_19 @JPMorganAM ""large #SP500 selloffs historically followed by rebound w/in 6 mos if no #recession, which we do not expect given strength of US consumer...in history of #Pandemics, #equitymarkets tend to decline sharply &amp; then recover",7.059902,4.204842
"These were the different prices of #BTC across leading market data providers during todays dump... (11 am GMT) ? @CryptoCompare = $6267.12 
@CoinMarketCap = $6431.74
@coingecko = $6536.95
@NomicsFinance = $6091.00

Aggregated price = $6331.70 ?
#data #Crypto #Covid_19",6.8541455,4.7827997
"@British_Airways  can u plz update ur policy regarding flights coming up in April. The charge to change is more than the tix prices.
Tickets purchased b4 the #Covid_19 outbreak, that has us flying LAS-London on April 4th and out of CDG-LAS on April 15th",7.184813,5.683931
How is #Covid_19 #coronavirus impacting your online shopping habits?,9.501868,5.427277
"1/ All this looks like a post-apocalyptic B-Rated movie where it starts with pieces of news, panic, fight over food and resources and then screen coes blank. It writes, 1 year later. A deserted city with empty cars, crashed and piled up trash...
#Covid_19 #CoronavirusPandemic",7.6295114,0.6750607
Everyone is panic buying bog roll and hand sanitizer but feminine hygiene products dont seem to be selling very fast in comparison. So you might be free bleeding all over your house but at least your arse will be wiped and your hands will be clean #covid19 #Coronavirus #preppers,6.55343,0.13232608
Looking to alleviate virus anxiety? Donate to local orgs like the @TheStopCFC who are providing essential services for folks who cant afford to stock up on food/Have been impacted by a loss of wages due to COVID-19. https://t.co/b3CcCaqG52,12.399705,1.555015
@swissepi @FLAHAULT @StephaneCullati People arent getting the social distancing very well. Ready to start elbowing peeps at grocery store today even with no sneezing or coughing involved #coronavirus #CoronaOutbreak,8.101204,2.7804496
Anyone or company who is jacking up prices or designing gimmick/novelty products to profit from #Covid_19 should be ashamed of themselves. #NotHelping,8.106089,4.6302085
Craziness at the #Zehrs grocery store here in #Barrie - no more #toiletpaper! #CoronavirusPandemic #CoronaOutbreak #Covid_19 - ??? I think people need to chill a bit! https://t.co/qqc2OsRhtO,7.662038,0.8280557
"This is sad but uplifting. But oh so sad. How many older people and other people at high risk (rightly) fear that going to the grocery store or pharmacy could endanger their lives? If you can help someone else, please do. #coronavirus https://t.co/LBtLhJh99o",11.13763,2.8458023
If you are a healthy low risk person and live in a neighborhood or apartment complex consider offering to go to the grocery store or pharmacy for your high risk neighbors! #CoronavirusPandemic #coronavirus #COVD19,10.772253,2.7413282
"If people who don't have food allergies could NOT panic buy allergy friendly food for their stock piles, then that would be great
As someone who is very allergic to gluten it's worrying to see gluten-free cupboard items are out of stock (which never happens) already now #Covid_19",10.090418,0.09443459
"My neighbor's a health care professional working as a nurse at a major @Chicago hospital. She's very much appreciated &amp; in the time of Coronavirus, wanted her to know that we have to take care of one another. Thank a nurse, doctor, hospital worker. #Coronavirus #COVID19 #ThankYou https://t.co/U2gAISnFxN",11.024413,2.794506
"The pandemia consumer needs &amp; spending hierarchy:
0?? health
1?? food and water
2?? energy
3?? information (&amp; technology) 
4?? mobility
5?? money (&amp; value)
6?? community
#Korona #koronavirus #Koronavirusfi #COVID2019 #Corona #CoronaOutbreak #CoronaVirusUpdate https://t.co/yiFVD0MWGf",7.6395516,4.00949
"Austria this week closed its universities.
Schools are following next week.
Might be my perception, but at the supermarket the carts looked more stacked than usual.
Checked the Toilet paper section, all the high-quality stuff was gone.
#NamedAfterALiteBeer #Covid_19at #Covid_19",8.308311,0.3404024
The situation in schools right now...wheres the ?!...Everyone told to hand wash ..councils have not sent out supplies and supermarkets are wiped clean leaving schools looking for supplies...#wherethesoap #Covid_19 #schools #handwash #teacher #CoronavirusPandemic #supermarket https://t.co/7VPiJa2GWS,6.459768,0.31036097
"So let me get this straight. This is just food for thought everyone. 

1. 1.5 TRILLION DOLLARS was just pumped into Wall Street to fight off the Stock Market Plummeting. 

2. #Covid_19 Is afflicting hundreds of thousands of lives and millions of jobs. 

Cont.",7.0592647,3.912804
"#CoronaVirusFrance : le rayon pâtes alimentaires, comme lautre jour!

Here is again, like the other day, pasta department, in a #Paris region supermarket...
People keep buying and stocking like if we were on small island or in the middle of the desert.

#Covid_19 #coronavirus https://t.co/1p1bjMfvAp",8.073484,0.61973554
Our supermarket ran out of alcohol hand-sanitiser so I had to improvise #Covid_19 https://t.co/wym1fNMkpx,6.2133374,1.0561187
"First, oil prices falling off a cliff offers an opportunity to reduce the import bill. 

Second, as CA/fiscal pressures ease, the allure of lowering taxes/duties must be resisted. #Covid_19 impact will require fiscal space. Relief must be  through budgetary measures. 

5/7",6.665101,4.03869
"#CoronavirusPandemic
#Covid_19
#CoronaVirusUpdate
#panicbuying
ASDA SUPERMARKET IN EDINBURGH HAS 
NO TOILET ROLL. https://t.co/vZNLulKu5z",7.3230104,-0.2675562
These sneaker prices still havent dropped #Covid_19 #COVID19 #coronavirus #corona #stockx #nike,9.483558,4.505647
"Airlines: Plane ticket prices are dropping because of the coronavirus. 

My cheap ass making bookings coz if I die I better die in Bali 
#CoronavirusPandemic #Covid_19 https://t.co/MPXjcpcjtG",7.1722765,5.698967
"As #Covid_19 Hit Ghana dierrr , I for start dey stock my room plus food ooo . No more going out . Shiiit ?
#CoronaVirusUpdate 
#CoronaOutbreak https://t.co/bhmgLC98kB",10.514914,1.288668
Doing online food shopping is just as stressful as going to the shop ????? #CoronaVirus just want to be able to buy my essentials,10.06236,5.2190566
"When you stock up kilos and kilos of goods and empty supermarket shelves, please think about the people who live on a daily wages. They will not have the ability to stock up food like you and they will be hit the hardest by unnecessary panic buying #CoronaOutbreak #coronavirus",11.15027,0.5270061
"There´s a pandemic around the World and what the good old portuguese do??? Half buy the whole supermarket, the other half goes to the beach...It´s a World going mad!!!?#Covid_19 (photos from yesterday!!!) https://t.co/VXZpbemGay",8.299322,0.32409462
This panel by Sid Teles perfectly embodies the mood at the supermarket today #Corona #CoronavirusPandemic #CoronavirusPandemic #Covid_19 #Fear #supermarket #groceries #indiecomics #Dystopia #dystopian #panicbuying #panicshopping #Hoarding #panicbuyers #Kickstarter #apocalyptic https://t.co/yEjNPxCdIG,8.958754,0.6130324
Seeing all these pictures of empty shelves is making me panic a little. Still yet to stock up on food. #CoronavirusPandemic  #Covid_19,9.704898,0.74785405
"https://t.co/eJwDzqWoq8 3M N95 masks for sale. And many other n95 varieties. USA &amp; global shipping. Visit us free now! Great prices.
#n95 #CoronaOutbreak #Covid_19

https://t.co/9S10qhJTf8 https://t.co/eHNlSRaeX7",5.4402456,2.6036437
NYC Water. IS CVS PRICE GOUGING? IS THEIR MASS PANIC? THIS CITIZEN JOURNALIST IS ON THE CASE. GOING WHERE NO ONE WANTS TO GO... 4.89 FOR A CASE OF WATER IN NYC. ITS GETTING CRAZY. #CoronaVirusUpdate #coronavirus #toiletpaper #COVID19 #toiletpapercrisis #QArmy #QAnon #qanom https://t.co/7ebpjoRR5C,6.524759,2.4263961
My right wing coo coo father in law was telling my conservative hubby to stock up on bullets and 2 weeks worth of food. For when the gangs come looking for food. Like ffs my anxiety is already thru the roof can yall chill tfuck out!? #Covid_19,10.066217,-0.09479873
"Please also be nice to retail staff!!!

They're under incredible pressure trying to keep up with demand while providing polite customer service!

They don't set prices - they can't get stock as quick as they're going out the door while people are panic buying!
#BeKind #Covid_19 https://t.co/WQRuoXVkde",9.401681,3.5288775
"People really need to get a grip &amp; be nicer to each other.

Mum was just in local Tesco's. Shelves empty. Queues down aisles 1/2hr long. Mum being her normal cheery self laughing &amp; joking w her fellow queuers - said she made a few friends! ?
#BeKind #Covid_19 
1/2",9.063522,1.9203504
"Since a few people asked, yes I do sell my prints. They are at https://t.co/EMs1vyuorW. And just because, I made up this ironic discount code for you. Use 'CV19' for 19% off the price of prints.",6.3174353,-0.4902885
"Off to do my #Coronavirus shopping. 

We are getting word that a shut down may be imminent in my county in PA.

So off to stock up on comfort food.",10.478441,1.5277866
Shelves empty at my local DC supermarket. Panic buying is on. #Covid_19 #hysteria,9.305824,0.91564363
Just did online shopping and first available slot was Sunday at 11pm-12am. Loo roll and baked beans sold out. #coronavirus,10.654868,0.915297
"@1a My mom back home has major respiratory issues, and my brother who lives with her works at a grocery store, where he regularly deals with the public. If I can afford to cover the lost income, is it advisable for to him to quit/take leave from the job w",11.830231,2.0563924
I am disturbed by the scenes from supermarkets because the people that are most vulnerable from #coronavirus are the very people that cannot get down to the supermarket to clear the shelves! Cop on everyone. Think about who this really killing. #Covid_19,8.096066,0.7366477
"For a nation that coined #keepcalmandcarryon we seriously need to get a grip.Just back from hoilday.Went to buy food for tonight/tomorrow, and apparently the apocalypse has begun, and the #Covid_19 everyone has turned everyone into flapping, panic-buying morons.",9.044099,0.22174758
@StephenPunwasi Let me know when to prepare to panic https://t.co/EKM6X7yQ9R,9.291011,0.8951357
"Decided to join the party and to be fair, my little stock pile isn't even most peoples weekly shopping. Hopefully this #Covid_19 crap washes over and I'll just take the stuff to a food bank. #BetterSafeThanSorry https://t.co/t8U2y0ow3O",10.665765,0.85814387
"Apple Store locations have received new directives to help curb the spread of CoronaVirus

https://t.co/46tCcgwOug

#Apple #AppleStore #retail #health #directives #infection #CoronaVirus #pandemic",9.778974,4.21346
I think the @nba postponing the season just kicked off the official panic button in this country. Heading to wal mart now. Stock up people! Food is about to look like the toilet paper aisles!!!! #coronavirus #covid19 #pandemic,9.163808,0.90356493
"US trucking has yet to face any major restrictions on travel, and unexpectedly getting better rates. With the spread of the virus becoming more worrisome, consumer hoarding is increasing demand for dry van equipment. 
#Covid_19 #trucking #demand
https://t.co/DtySZQ7pZI",9.311579,2.0654292
